Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
C.F.T;3048;C.F.T. CROWNLIET;2013;6;s/i;30;40
C.F.T;3048;C.F.T. CROWNLIET;2007;7;49;35;35
C.F.T;3048;C.F.T. CROWNLIET;2006;5;49;34;33
C.F.T;3048;C.F.T. CROWNLIET;2005;10;140;23;20
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2022;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2021;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2019;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2018;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2017;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2016;2;450;s/i;s/i
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2013;4;387;40;40
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2012;4;387;40;40
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2011;4;387;19;19
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2010;4;387;19;19
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2009;4;387;19;3
C.F.T;3049;C.F.T. DE LA INDUSTRIA GRÁFICA O C.F.T.  INGRAF;2007;4;387;19;3
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2024;7;1.170;26;26
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2023;7;1.170;26;26
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2022;7;1.170;26;26
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2021;2;92;57;57
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2017;2;92;27;27
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2016;2;92;27;27
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2015;8;212;40;40
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2024;2;86;58;58
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2023;2;86;58;58
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2022;2;86;54;54
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2021;3;115;77;77
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2017;3;115;76;76
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2016;9;465;95;95
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2015;11;514;95;95
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2009;4;160;1;1
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2008;2;130;30;30
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2007;2;120;24;24
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2006;2;96;21;21
C.F.T;3050;C.F.T. DEL MEDIO AMBIENTE;2005;2;96;15;15
C.F.T;3052;C.F.T. ESC. DE INTÉRPRETES INCENI;2010;2;30;8;8
C.F.T;3052;C.F.T. ESC. DE INTÉRPRETES INCENI;2008;2;30;7;7
C.F.T;3052;C.F.T. ESC. DE INTÉRPRETES INCENI;2006;2;30;7;7
C.F.T;3052;C.F.T. ESC. DE INTÉRPRETES INCENI;2005;2;30;7;7
C.F.T;3054;C.F.T. ESC. SUPERIOR DE COMERCIO EXTERIOR;2006;1;40;3;3
C.F.T;3054;C.F.T. ESC. SUPERIOR DE COMERCIO EXTERIOR;2005;1;28;2;2
C.F.T;3055;C.F.T. FONTANAR;2014;11;670;26;26
C.F.T;3055;C.F.T. FONTANAR;2013;11;670;26;26
C.F.T;3055;C.F.T. FONTANAR;2012;11;670;26;26
C.F.T;3055;C.F.T. FONTANAR;2011;9;511;26;26
C.F.T;3055;C.F.T. FONTANAR;2009;9;511;26;26
C.F.T;3055;C.F.T. FONTANAR;2008;9;511;26;26
C.F.T;3055;C.F.T. FONTANAR;2007;20;1.514;24;24
C.F.T;3055;C.F.T. FONTANAR;2005;20;1.514;24;24
C.F.T;3057;C.F.T. ICEL;2017;32;2.606;614;614
C.F.T;3057;C.F.T. ICEL;2016;32;2.606;614;614
C.F.T;3057;C.F.T. ICEL;2015;32;2.606;614;614
C.F.T;3057;C.F.T. ICEL;2014;21;3.000;550;550
C.F.T;3057;C.F.T. ICEL;2013;21;3.000;550;550
C.F.T;3057;C.F.T. ICEL;2012;21;3.000;550;550
C.F.T;3057;C.F.T. ICEL;2005;2;86;36;36
C.F.T;3058;C.F.T.  ICCE;2023;2;68;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2022;2;68;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2024;3;142;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2023;3;142;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2022;3;143;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2021;2;86;s/i;s/i
C.F.T;3058;C.F.T.  ICCE;2019;3;150;s/i;s/i
C.F.T;3060;C.F.T. INSTITUTO CHILENO-BRITÁNICO DE CONCEPCIÓN;2009;2;252;12;12
C.F.T;3062;C.F.T. INST. INTEC;2005;2;57;26;10
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2011;5;177;37;39
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2010;4;100;42;56
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2009;5;190;28;28
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2007;7;253;85;85
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2006;5;163;35;35
C.F.T;3063;C.F.T. INST. SUPERIOR DE ELECTRÓNICA GAMMA;2005;4;141;20;20
C.F.T;3064;C.F.T. JORGE ALVAREZ ECHEVERRÍA;2013;1;66;20;20
C.F.T;3064;C.F.T. JORGE ALVAREZ ECHEVERRÍA;2012;1;66;20;20
C.F.T;3064;C.F.T. JORGE ALVAREZ ECHEVERRÍA;2009;2;66;15;15
C.F.T;3064;C.F.T. JORGE ALVAREZ ECHEVERRÍA;2008;2;66;26;21
C.F.T;3064;C.F.T. JORGE ALVAREZ ECHEVERRÍA;2007;2;66;15;15
C.F.T;3065;C.F.T. LOTA-ARAUCO;2024;3;110;36;58
C.F.T;3065;C.F.T. LOTA-ARAUCO;2023;3;110;36;58
C.F.T;3065;C.F.T. LOTA-ARAUCO;2022;3;110;36;58
C.F.T;3065;C.F.T. LOTA-ARAUCO;2021;3;110;36;36
C.F.T;3065;C.F.T. LOTA-ARAUCO;2020;3;110;46;46
C.F.T;3065;C.F.T. LOTA-ARAUCO;2019;2;70;46;46
C.F.T;3065;C.F.T. LOTA-ARAUCO;2018;1;32;30;30
C.F.T;3065;C.F.T. LOTA-ARAUCO;2017;1;32;30;30
C.F.T;3065;C.F.T. LOTA-ARAUCO;2016;1;32;30;30
C.F.T;3065;C.F.T. LOTA-ARAUCO;2015;1;32;30;30
C.F.T;3065;C.F.T. LOTA-ARAUCO;2014;1;32;30;30
C.F.T;3065;C.F.T. LOTA-ARAUCO;2006;1;s/i;20;20
C.F.T;3065;C.F.T. LOTA-ARAUCO;2024;19;2.694;255;356
C.F.T;3065;C.F.T. LOTA-ARAUCO;2023;19;2.694;255;356
C.F.T;3065;C.F.T. LOTA-ARAUCO;2022;19;2.694;215;334
C.F.T;3065;C.F.T. LOTA-ARAUCO;2021;22;3.000;215;215
C.F.T;3065;C.F.T. LOTA-ARAUCO;2020;22;3.000;214;214
C.F.T;3065;C.F.T. LOTA-ARAUCO;2019;19;2.193;207;207
C.F.T;3065;C.F.T. LOTA-ARAUCO;2018;19;2.193;200;200
C.F.T;3065;C.F.T. LOTA-ARAUCO;2017;22;2.193;191;191
C.F.T;3065;C.F.T. LOTA-ARAUCO;2016;22;2.193;185;185
C.F.T;3065;C.F.T. LOTA-ARAUCO;2015;22;2.193;185;185
C.F.T;3065;C.F.T. LOTA-ARAUCO;2014;22;2.193;185;185
C.F.T;3065;C.F.T. LOTA-ARAUCO;2005;12;s/i;150;150
C.F.T;3066;C.F.T. OSORNO;2011;2;275;22;22
C.F.T;3066;C.F.T. OSORNO;2010;2;275;22;22
C.F.T;3066;C.F.T. OSORNO;2009;2;275;25;25
C.F.T;3066;C.F.T. OSORNO;2006;2;275;25;25
C.F.T;3066;C.F.T. OSORNO;2005;2;275;18;18
C.F.T;3066;C.F.T. OSORNO;2006;1;40;16;16
C.F.T;3066;C.F.T. OSORNO;2005;1;40;16;16
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2024;14;544;289;289
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2023;14;517;239;239
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2022;14;530;312;312
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2021;14;530;378;378
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2020;15;538;297;297
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2019;15;530;253;253
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2018;15;530;292;292
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2017;12;416;292;292
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2016;11;427;292;283
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2015;10;485;120;120
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2014;10;467;112;112
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2012;10;232;82;82
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2009;6;330;48;48
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2008;3;290;20;20
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2007;3;290;20;20
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2006;3;290;20;20
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2005;3;290;20;20
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2024;14;648;236;236
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2023;14;648;209;209
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2022;14;790;139;139
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2024;42;2.544;396;396
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2023;42;2.445;434;434
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2022;20;1.139;508;508
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2021;21;1.183;799;799
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2020;18;1.030;380;380
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2019;17;987;326;326
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2018;17;987;378;378
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2017;17;952;378;378
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2016;13;678;302;302
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2015;11;468;165;165
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2012;7;260;67;67
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2010;2;30;31;31
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2009;2;30;31;31
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2024;32;2.011;517;517
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2023;32;2.011;439;439
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2022;29;1.982;609;609
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2021;25;1.786;748;748
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2020;24;1.626;369;369
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2019;24;1.626;334;334
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2018;24;1.626;382;382
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2017;21;1.244;382;382
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2016;22;1.282;376;376
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2015;17;1.130;226;226
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2014;15;600;270;270
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2012;13;600;191;179
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2010;10;633;129;129
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2009;10;633;129;129
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2008;8;440;76;76
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2007;8;440;76;76
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2006;8;440;76;76
C.F.T;3067;C.F.T. SAN AGUSTÍN DE TALCA;2005;8;440;74;74
C.F.T;3068;C.F.T. PROANDES;2017;4;122;63;63
C.F.T;3068;C.F.T. PROANDES;2016;4;122;63;63
C.F.T;3068;C.F.T. PROANDES;2015;2;120;60;60
C.F.T;3068;C.F.T. PROANDES;2014;2;84;48;48
C.F.T;3068;C.F.T. PROANDES;2010;2;25;35;35
C.F.T;3068;C.F.T. PROANDES;2009;1;25;22;22
C.F.T;3068;C.F.T. PROANDES;2007;1;25;15;15
C.F.T;3068;C.F.T. PROANDES;2017;3;101;32;32
C.F.T;3068;C.F.T. PROANDES;2016;3;101;32;32
C.F.T;3068;C.F.T. PROANDES;2015;1;101;30;30
C.F.T;3068;C.F.T. PROANDES;2014;3;86;31;31
C.F.T;3068;C.F.T. PROANDES;2010;2;62;30;30
C.F.T;3068;C.F.T. PROANDES;2009;2;62;30;30
C.F.T;3068;C.F.T. PROANDES;2007;1;24;15;15
C.F.T;3068;C.F.T. PROANDES;2017;3;143;33;33
C.F.T;3068;C.F.T. PROANDES;2016;3;143;33;33
C.F.T;3068;C.F.T. PROANDES;2015;1;52;30;30
C.F.T;3068;C.F.T. PROANDES;2014;2;144;52;52
C.F.T;3068;C.F.T. PROANDES;2010;1;50;24;24
C.F.T;3068;C.F.T. PROANDES;2009;1;50;24;24
C.F.T;3068;C.F.T. PROANDES;2007;1;50;23;23
C.F.T;3068;C.F.T. PROANDES;2021;14;638;417;417
C.F.T;3068;C.F.T. PROANDES;2020;34;1.473;579;579
C.F.T;3068;C.F.T. PROANDES;2019;16;729;183;183
C.F.T;3068;C.F.T. PROANDES;2018;18;850;160;160
C.F.T;3068;C.F.T. PROANDES;2017;21;872;182;182
C.F.T;3068;C.F.T. PROANDES;2016;15;548;127;127
C.F.T;3068;C.F.T. PROANDES;2015;10;513;84;84
C.F.T;3068;C.F.T. PROANDES;2014;5;258;56;56
C.F.T;3068;C.F.T. PROANDES;2010;1;49;25;25
C.F.T;3068;C.F.T. PROANDES;2021;7;306;101;101
C.F.T;3068;C.F.T. PROANDES;2020;7;306;101;101
C.F.T;3068;C.F.T. PROANDES;2019;7;306;101;101
C.F.T;3068;C.F.T. PROANDES;2018;8;375;96;96
C.F.T;3068;C.F.T. PROANDES;2017;7;350;64;64
C.F.T;3068;C.F.T. PROANDES;2016;8;435;64;64
C.F.T;3068;C.F.T. PROANDES;2015;8;315;60;60
C.F.T;3068;C.F.T. PROANDES;2014;8;315;29;29
C.F.T;3069;C.F.T. U. VALPO.;2020;16;1.057;189;189
C.F.T;3069;C.F.T. U. VALPO.;2019;16;1.057;189;189
C.F.T;3069;C.F.T. U. VALPO.;2018;15;1.043;192;192
C.F.T;3069;C.F.T. U. VALPO.;2017;4;76;124;124
C.F.T;3069;C.F.T. U. VALPO.;2016;4;127;63;63
C.F.T;3069;C.F.T. U. VALPO.;2015;4;154;53;53
C.F.T;3069;C.F.T. U. VALPO.;2013;4;174;40;40
C.F.T;3069;C.F.T. U. VALPO.;2012;4;174;40;40
C.F.T;3069;C.F.T. U. VALPO.;2011;2;93;30;30
C.F.T;3069;C.F.T. U. VALPO.;2010;2;84;30;30
C.F.T;3069;C.F.T. U. VALPO.;2009;3;93;24;24
C.F.T;3070;C.F.T. UDA;2016;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2015;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2014;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2013;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2012;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2011;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2010;10;2.386;35;35
C.F.T;3070;C.F.T. UDA;2009;10;2.125;35;35
C.F.T;3070;C.F.T. UDA;2008;10;2.125;40;40
C.F.T;3070;C.F.T. UDA;2007;10;2.125;40;40
C.F.T;3070;C.F.T. UDA;2006;10;2.125;40;40
C.F.T;3070;C.F.T. UDA;2005;10;2.125;40;40
C.F.T;3070;C.F.T. UDA;2014;3;215;25;25
C.F.T;3070;C.F.T. UDA;2013;3;215;25;25
C.F.T;3070;C.F.T. UDA;2012;3;215;25;25
C.F.T;3070;C.F.T. UDA;2011;3;215;25;25
C.F.T;3070;C.F.T. UDA;2010;3;215;25;25
C.F.T;3071;C.F.T. ACUARIO DATA;2007;7;314;100;100
C.F.T;3071;C.F.T. ACUARIO DATA;2006;9;314;115;115
C.F.T;3072;C.F.T. AQUATECH;2005;3;981;23;23
C.F.T;3073;C.F.T. ESANE DEL NORTE;2022;2;150;30;30
C.F.T;3073;C.F.T. ESANE DEL NORTE;2019;1;s/i;30;30
C.F.T;3073;C.F.T. ESANE DEL NORTE;2015;5;294;50;50
C.F.T;3073;C.F.T. ESANE DEL NORTE;2013;5;294;50;50
C.F.T;3073;C.F.T. ESANE DEL NORTE;2012;6;342;50;50
C.F.T;3073;C.F.T. ESANE DEL NORTE;2010;8;220;61;61
C.F.T;3073;C.F.T. ESANE DEL NORTE;2009;8;342;70;70
C.F.T;3073;C.F.T. ESANE DEL NORTE;2008;8;342;70;70
C.F.T;3073;C.F.T. ESANE DEL NORTE;2007;11;342;78;78
C.F.T;3073;C.F.T. ESANE DEL NORTE;2006;10;329;51;51
C.F.T;3075;C.F.T. UTEM;2011;4;170;86;86
C.F.T;3075;C.F.T. UTEM;2010;4;170;86;86
C.F.T;3075;C.F.T. UTEM;2009;4;170;86;86
C.F.T;3075;C.F.T. UTEM;2008;4;170;86;86
C.F.T;3075;C.F.T. UTEM;2007;4;170;86;86
C.F.T;3076;C.F.T. INSEC;2013;3;106;90;90
C.F.T;3076;C.F.T. INSEC;2012;3;106;90;90
C.F.T;3076;C.F.T. INSEC;2011;3;106;90;90
C.F.T;3076;C.F.T. INSEC;2010;3;106;88;88
C.F.T;3076;C.F.T. INSEC;2009;3;106;84;84
C.F.T;3076;C.F.T. INSEC;2007;4;142;102;102
C.F.T;3076;C.F.T. INSEC;2006;4;142;101;101
C.F.T;3076;C.F.T. INSEC;2005;3;117;87;64
C.F.T;3076;C.F.T. INSEC;2013;4;120;68;68
C.F.T;3076;C.F.T. INSEC;2012;4;120;68;68
C.F.T;3076;C.F.T. INSEC;2011;4;120;68;68
C.F.T;3076;C.F.T. INSEC;2010;4;120;64;64
C.F.T;3076;C.F.T. INSEC;2009;4;120;60;60
C.F.T;3076;C.F.T. INSEC;2007;4;110;60;60
C.F.T;3076;C.F.T. INSEC;2006;4;110;67;59
C.F.T;3076;C.F.T. INSEC;2005;3;96;52;52
C.F.T;3077;C.F.T. ALEMÁN DE VIÑA DEL MAR;2005;1;20;7;7
C.F.T;3078;C.F.T. LOS LAGOS;2022;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2021;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2020;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2019;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2018;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2017;1;50;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2016;1;50;66;66
C.F.T;3078;C.F.T. LOS LAGOS;2022;2;50;25;25
C.F.T;3078;C.F.T. LOS LAGOS;2021;1;25;25;25
C.F.T;3078;C.F.T. LOS LAGOS;2020;1;25;25;25
C.F.T;3078;C.F.T. LOS LAGOS;2019;1;25;40;40
C.F.T;3078;C.F.T. LOS LAGOS;2018;1;25;40;40
C.F.T;3078;C.F.T. LOS LAGOS;2017;1;31;39;39
C.F.T;3078;C.F.T. LOS LAGOS;2016;1;34;42;42
C.F.T;3078;C.F.T. LOS LAGOS;2022;2;80;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2021;2;80;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2020;2;80;32;32
C.F.T;3078;C.F.T. LOS LAGOS;2019;2;80;44;44
C.F.T;3078;C.F.T. LOS LAGOS;2018;2;80;44;44
C.F.T;3078;C.F.T. LOS LAGOS;2017;2;40;44;44
C.F.T;3078;C.F.T. LOS LAGOS;2016;3;98;71;71
C.F.T;3078;C.F.T. LOS LAGOS;2022;2;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2021;2;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2020;2;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2019;2;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2018;2;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2017;3;120;63;63
C.F.T;3078;C.F.T. LOS LAGOS;2016;3;120;98;98
C.F.T;3078;C.F.T. LOS LAGOS;2022;2;60;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2021;3;120;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2020;3;120;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2019;2;60;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2018;2;60;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2017;2;60;59;59
C.F.T;3078;C.F.T. LOS LAGOS;2016;2;60;30;30
C.F.T;3078;C.F.T. LOS LAGOS;2010;1;25;20;20
C.F.T;3078;C.F.T. LOS LAGOS;2009;1;25;18;18
C.F.T;3078;C.F.T. LOS LAGOS;2007;1;25;15;15
C.F.T;3078;C.F.T. LOS LAGOS;2006;1;25;15;15
C.F.T;3078;C.F.T. LOS LAGOS;2005;1;25;12;5
C.F.T;3078;C.F.T. LOS LAGOS;2022;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2021;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2020;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2019;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2018;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2017;2;96;56;56
C.F.T;3078;C.F.T. LOS LAGOS;2016;2;118;74;74
C.F.T;3078;C.F.T. LOS LAGOS;2022;5;184;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2021;5;184;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2020;5;184;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2019;5;184;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2018;5;184;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2017;2;102;112;112
C.F.T;3078;C.F.T. LOS LAGOS;2016;4;184;165;165
C.F.T;3078;C.F.T. LOS LAGOS;2022;4;138;75;75
C.F.T;3078;C.F.T. LOS LAGOS;2021;4;138;75;75
C.F.T;3078;C.F.T. LOS LAGOS;2020;4;138;75;75
C.F.T;3078;C.F.T. LOS LAGOS;2019;4;100;73;73
C.F.T;3078;C.F.T. LOS LAGOS;2018;4;100;73;73
C.F.T;3078;C.F.T. LOS LAGOS;2017;3;138;73;73
C.F.T;3078;C.F.T. LOS LAGOS;2016;4;163;121;121
C.F.T;3078;C.F.T. LOS LAGOS;2022;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2021;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2020;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2019;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2018;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2017;1;47;37;37
C.F.T;3078;C.F.T. LOS LAGOS;2016;1;47;45;45
C.F.T;3078;C.F.T. LOS LAGOS;2016;3;156;40;40
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2012;1;44;20;20
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2011;1;44;23;23
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2010;1;44;23;23
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2009;1;44;23;23
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2006;1;44;21;21
C.F.T;3079;C.F.T. ESPERANZA JOVEN;2005;1;44;20;20
C.F.T;3080;C.F.T. ESC. ALTOS EST. DE LA COMUNICACIÓN EACE;2005;8;249;10;2
C.F.T;3082;C.F.T. LUIS ALBERTO VERA;2016;4;219;60;60
C.F.T;3082;C.F.T. LUIS ALBERTO VERA;2009;3;152;60;20
C.F.T;3083;C.F.T. CIMA RENGO;2007;2;60;30;30
C.F.T;3083;C.F.T. CIMA RENGO;2005;1;60;14;14
C.F.T;3085;C.F.T. TECCON;2010;2;51;10;10
C.F.T;3085;C.F.T. TECCON;2009;2;s/i;12;s/i
C.F.T;3090;C.F.T. JUAN BOHON;2024;12;1.061;83;83
C.F.T;3090;C.F.T. JUAN BOHON;2023;12;961;67;67
C.F.T;3090;C.F.T. JUAN BOHON;2022;13;961;59;59
C.F.T;3090;C.F.T. JUAN BOHON;2021;13;961;59;59
C.F.T;3090;C.F.T. JUAN BOHON;2020;12;961;63;63
C.F.T;3090;C.F.T. JUAN BOHON;2019;13;961;63;63
C.F.T;3090;C.F.T. JUAN BOHON;2018;12;821;63;63
C.F.T;3090;C.F.T. JUAN BOHON;2017;10;821;63;63
C.F.T;3090;C.F.T. JUAN BOHON;2016;14;1.975;63;63
C.F.T;3090;C.F.T. JUAN BOHON;2015;12;1.975;53;53
C.F.T;3090;C.F.T. JUAN BOHON;2014;12;1.975;53;53
C.F.T;3090;C.F.T. JUAN BOHON;2013;11;1.625;53;53
C.F.T;3090;C.F.T. JUAN BOHON;2012;11;1.275;52;51
C.F.T;3090;C.F.T. JUAN BOHON;2011;11;1.275;52;51
C.F.T;3090;C.F.T. JUAN BOHON;2010;11;1.275;51;50
C.F.T;3090;C.F.T. JUAN BOHON;2009;11;1.275;37;37
C.F.T;3090;C.F.T. JUAN BOHON;2008;11;1.245;36;36
C.F.T;3090;C.F.T. JUAN BOHON;2007;11;1.245;32;32
C.F.T;3090;C.F.T. JUAN BOHON;2006;8;1.245;31;31
C.F.T;3090;C.F.T. JUAN BOHON;2005;5;905;26;26
C.F.T;3091;C.F.T. DE TARAPACÁ;2021;3;779;16;16
C.F.T;3091;C.F.T. DE TARAPACÁ;2020;16;1.163;237;237
C.F.T;3091;C.F.T. DE TARAPACÁ;2019;22;1.612;216;216
C.F.T;3091;C.F.T. DE TARAPACÁ;2018;18;1.224;218;218
