Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
Univ.;1011;U. DE VALPARAÍSO;2007;1;33;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2008;1;25;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2007;2;100;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2008;1;50;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2007;1;32;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2006;2;59;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2024;14;575;76;76
Univ.;1011;U. DE VALPARAÍSO;2023;14;475;76;76
Univ.;1011;U. DE VALPARAÍSO;2022;11;457;85;85
Univ.;1011;U. DE VALPARAÍSO;2021;11;457;86;86
Univ.;1011;U. DE VALPARAÍSO;2020;11;457;44;44
Univ.;1011;U. DE VALPARAÍSO;2019;12;423;44;44
Univ.;1011;U. DE VALPARAÍSO;2018;12;423;54;54
Univ.;1011;U. DE VALPARAÍSO;2017;12;423;54;54
Univ.;1011;U. DE VALPARAÍSO;2016;12;423;54;54
Univ.;1011;U. DE VALPARAÍSO;2015;12;423;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2014;15;554;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2013;15;554;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2012;15;554;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2010;15;555;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2009;19;737;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2008;19;678;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2007;15;678;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2006;14;532;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2024;3;226;185;185
Univ.;1011;U. DE VALPARAÍSO;2023;3;226;158;158
Univ.;1011;U. DE VALPARAÍSO;2022;3;226;153;153
Univ.;1011;U. DE VALPARAÍSO;2021;3;226;132;132
Univ.;1011;U. DE VALPARAÍSO;2020;3;226;185;185
Univ.;1011;U. DE VALPARAÍSO;2019;3;226;203;203
Univ.;1011;U. DE VALPARAÍSO;2018;3;226;159;159
Univ.;1011;U. DE VALPARAÍSO;2017;3;226;159;159
Univ.;1011;U. DE VALPARAÍSO;2016;3;226;159;159
Univ.;1011;U. DE VALPARAÍSO;2015;3;226;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2014;4;289;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2013;4;289;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2012;4;289;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2010;4;290;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2009;5;290;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2008;1;60;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2007;1;s/i;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2024;330;15.047;1.978;1.978
Univ.;1011;U. DE VALPARAÍSO;2023;330;15.047;1.904;1.904
Univ.;1011;U. DE VALPARAÍSO;2022;330;15.048;1.890;1.890
Univ.;1011;U. DE VALPARAÍSO;2021;341;15.214;1.697;1.697
Univ.;1011;U. DE VALPARAÍSO;2020;341;15.214;1.609;1.609
Univ.;1011;U. DE VALPARAÍSO;2019;306;12.167;1.565;1.565
Univ.;1011;U. DE VALPARAÍSO;2018;344;15.387;1.497;1.497
Univ.;1011;U. DE VALPARAÍSO;2017;349;14.383;1.028;1.028
Univ.;1011;U. DE VALPARAÍSO;2016;349;14.383;1.028;1.028
Univ.;1011;U. DE VALPARAÍSO;2015;337;14.813;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2014;328;11.183;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2013;333;12.328;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2012;375;15.169;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2010;302;11.118;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2009;302;10.221;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2008;326;10.847;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2007;303;10.125;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2006;279;9.818;s/i;s/i
Univ.;1011;U. DE VALPARAÍSO;2005;121;10.985;1;1
Univ.;1012;U. DE ANTOFAGASTA;2024;302;15.201;1.314;1.314
Univ.;1012;U. DE ANTOFAGASTA;2023;302;15.201;1.314;1.314
Univ.;1012;U. DE ANTOFAGASTA;2022;302;15.201;1.314;1.314
Univ.;1012;U. DE ANTOFAGASTA;2021;302;15.201;990;990
Univ.;1012;U. DE ANTOFAGASTA;2020;302;15.201;990;990
Univ.;1012;U. DE ANTOFAGASTA;2019;302;15.201;990;990
Univ.;1012;U. DE ANTOFAGASTA;2018;300;14.588;731;731
Univ.;1012;U. DE ANTOFAGASTA;2017;300;14.588;854;854
Univ.;1012;U. DE ANTOFAGASTA;2016;284;13.765;910;910
Univ.;1012;U. DE ANTOFAGASTA;2015;269;12.259;855;855
Univ.;1012;U. DE ANTOFAGASTA;2014;269;12.259;1.372;1.372
Univ.;1012;U. DE ANTOFAGASTA;2013;262;11.201;1.243;1.243
Univ.;1012;U. DE ANTOFAGASTA;2012;262;11.201;1.124;1.124
Univ.;1012;U. DE ANTOFAGASTA;2011;262;11.201;1.038;1.038
Univ.;1012;U. DE ANTOFAGASTA;2010;262;11.201;1.038;1.038
Univ.;1012;U. DE ANTOFAGASTA;2009;262;11.201;973;973
Univ.;1012;U. DE ANTOFAGASTA;2008;262;11.201;919;919
Univ.;1012;U. DE ANTOFAGASTA;2007;115;6.617;679;679
Univ.;1012;U. DE ANTOFAGASTA;2006;240;23.799;564;564
Univ.;1012;U. DE ANTOFAGASTA;2005;202;8.684;546;546
Univ.;1013;U. DE LA FRONTERA;2024;10;271;15;15
Univ.;1013;U. DE LA FRONTERA;2006;4;249;39;39
Univ.;1013;U. DE LA FRONTERA;2005;4;249;37;37
Univ.;1013;U. DE LA FRONTERA;2024;1;27;50;50
Univ.;1013;U. DE LA FRONTERA;2023;s/i;s/i;37;37
Univ.;1013;U. DE LA FRONTERA;2006;1;57;15;15
Univ.;1013;U. DE LA FRONTERA;2005;1;57;15;15
Univ.;1013;U. DE LA FRONTERA;2024;562;14.388;1.962;1.962
Univ.;1013;U. DE LA FRONTERA;2023;328;8.932;1.665;1.665
Univ.;1013;U. DE LA FRONTERA;2022;354;10.980;1.544;1.544
Univ.;1013;U. DE LA FRONTERA;2021;271;10.228;1.175;1.175
Univ.;1013;U. DE LA FRONTERA;2020;290;10.747;1.921;1.921
Univ.;1013;U. DE LA FRONTERA;2019;290;10.747;1.921;1.921
Univ.;1013;U. DE LA FRONTERA;2018;290;10.747;1.921;1.921
Univ.;1013;U. DE LA FRONTERA;2017;290;10.747;1.921;1.921
Univ.;1013;U. DE LA FRONTERA;2015;282;10.377;1.445;1.445
Univ.;1013;U. DE LA FRONTERA;2014;293;10.713;s/i;s/i
Univ.;1013;U. DE LA FRONTERA;2012;279;10.168;s/i;s/i
Univ.;1013;U. DE LA FRONTERA;2011;277;10.168;s/i;s/i
Univ.;1013;U. DE LA FRONTERA;2010;261;9.471;s/i;s/i
Univ.;1013;U. DE LA FRONTERA;2008;263;9.569;2.949;52.949
Univ.;1013;U. DE LA FRONTERA;2007;195;11.186;3.291;3.291
Univ.;1013;U. DE LA FRONTERA;2006;195;11.186;2.925;2.925
Univ.;1013;U. DE LA FRONTERA;2005;180;10.800;2.800;2.800
Univ.;1014;U. DE MAGALLANES;2024;4;143;s/i;s/i
Univ.;1014;U. DE MAGALLANES;2023;4;143;s/i;s/i
Univ.;1014;U. DE MAGALLANES;2024;s/i;s/i;3;3
Univ.;1014;U. DE MAGALLANES;2023;s/i;s/i;44;44
Univ.;1014;U. DE MAGALLANES;2022;s/i;s/i;44;44
Univ.;1014;U. DE MAGALLANES;2021;s/i;s/i;44;44
Univ.;1014;U. DE MAGALLANES;2020;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2019;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2018;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2017;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2016;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2015;5;303;44;44
Univ.;1014;U. DE MAGALLANES;2022;s/i;s/i;29;s/i
Univ.;1014;U. DE MAGALLANES;2021;s/i;s/i;29;29
Univ.;1014;U. DE MAGALLANES;2020;2;104;29;29
Univ.;1014;U. DE MAGALLANES;2019;2;104;29;29
Univ.;1014;U. DE MAGALLANES;2018;2;104;29;29
Univ.;1014;U. DE MAGALLANES;2017;2;104;29;29
Univ.;1014;U. DE MAGALLANES;2016;2;104;29;29
Univ.;1014;U. DE MAGALLANES;2015;4;104;32;32
Univ.;1014;U. DE MAGALLANES;2014;3;55;32;12
Univ.;1014;U. DE MAGALLANES;2013;3;55;12;12
Univ.;1014;U. DE MAGALLANES;2012;3;55;12;12
Univ.;1014;U. DE MAGALLANES;2011;3;55;12;12
Univ.;1014;U. DE MAGALLANES;2010;3;55;12;12
Univ.;1014;U. DE MAGALLANES;2008;s/i;s/i;s/i;9
Univ.;1014;U. DE MAGALLANES;2024;5;498;78;27
Univ.;1014;U. DE MAGALLANES;2023;4;144;77;26
Univ.;1014;U. DE MAGALLANES;2022;2;73;51;51
Univ.;1014;U. DE MAGALLANES;2021;2;73;51;51
Univ.;1014;U. DE MAGALLANES;2020;2;73;51;51
Univ.;1014;U. DE MAGALLANES;2019;2;76;51;51
Univ.;1014;U. DE MAGALLANES;2018;2;73;51;51
Univ.;1014;U. DE MAGALLANES;2017;2;73;51;51
Univ.;1014;U. DE MAGALLANES;2016;2;73;51;30
Univ.;1014;U. DE MAGALLANES;2015;3;97;51;30
Univ.;1014;U. DE MAGALLANES;2014;3;74;51;30
Univ.;1014;U. DE MAGALLANES;2013;3;74;30;30
Univ.;1014;U. DE MAGALLANES;2012;3;74;30;30
Univ.;1014;U. DE MAGALLANES;2011;3;74;30;30
Univ.;1014;U. DE MAGALLANES;2010;3;74;33;33
Univ.;1014;U. DE MAGALLANES;2008;3;74;33;33
Univ.;1014;U. DE MAGALLANES;2007;3;74;35;13
Univ.;1014;U. DE MAGALLANES;2006;2;54;15;15
Univ.;1014;U. DE MAGALLANES;2024;196;7.719;985;985
Univ.;1014;U. DE MAGALLANES;2023;193;7.571;966;966
Univ.;1014;U. DE MAGALLANES;2022;139;7.034;842;842
Univ.;1014;U. DE MAGALLANES;2021;139;7.034;824;824
Univ.;1014;U. DE MAGALLANES;2020;139;7.034;824;824
Univ.;1014;U. DE MAGALLANES;2019;97;5.519;824;824
Univ.;1014;U. DE MAGALLANES;2018;58;4.276;995;995
Univ.;1014;U. DE MAGALLANES;2017;58;4.276;1.033;1.033
Univ.;1014;U. DE MAGALLANES;2016;58;4.276;775;775
Univ.;1014;U. DE MAGALLANES;2015;58;4.276;595;595
Univ.;1014;U. DE MAGALLANES;2014;56;4.227;435;435
Univ.;1014;U. DE MAGALLANES;2013;55;4.227;305;305
Univ.;1014;U. DE MAGALLANES;2012;55;4.227;305;305
Univ.;1014;U. DE MAGALLANES;2011;55;4.227;280;280
Univ.;1014;U. DE MAGALLANES;2010;51;4.227;250;250
Univ.;1014;U. DE MAGALLANES;2008;5;205;152;146
Univ.;1014;U. DE MAGALLANES;2007;5;205;152;146
Univ.;1014;U. DE MAGALLANES;2006;17;450;300;300
Univ.;1014;U. DE MAGALLANES;2005;10;560;211;211
Univ.;1015;U. DE TALCA;2024;10;311;34;34
Univ.;1015;U. DE TALCA;2023;10;311;34;34
Univ.;1015;U. DE TALCA;2022;10;311;34;34
Univ.;1015;U. DE TALCA;2021;10;311;34;34
Univ.;1015;U. DE TALCA;2020;10;311;34;34
Univ.;1015;U. DE TALCA;2019;3;489;34;34
Univ.;1015;U. DE TALCA;2018;3;489;34;34
Univ.;1015;U. DE TALCA;2017;3;489;34;34
Univ.;1015;U. DE TALCA;2016;3;489;30;30
Univ.;1015;U. DE TALCA;2015;1;50;30;30
Univ.;1015;U. DE TALCA;2014;1;50;30;30
Univ.;1015;U. DE TALCA;2024;66;3.821;1.835;1.835
Univ.;1015;U. DE TALCA;2023;66;3.749;2.651;2.651
Univ.;1015;U. DE TALCA;2022;66;3.748;2.091;2.091
Univ.;1015;U. DE TALCA;2021;66;3.748;2.091;2.091
Univ.;1015;U. DE TALCA;2020;66;3.748;1.784;1.784
Univ.;1015;U. DE TALCA;2019;63;3.576;1.535;1.535
Univ.;1015;U. DE TALCA;2018;46;2.655;1.166;1.166
Univ.;1015;U. DE TALCA;2017;30;2.581;1.046;1.046
Univ.;1015;U. DE TALCA;2016;29;2.306;1.116;1.116
Univ.;1015;U. DE TALCA;2015;29;2.306;1.116;1.116
Univ.;1015;U. DE TALCA;2014;21;1.773;1.121;1.121
Univ.;1015;U. DE TALCA;2013;21;1.773;940;940
Univ.;1015;U. DE TALCA;2012;21;1.773;640;640
Univ.;1015;U. DE TALCA;2011;21;1.773;584;584
Univ.;1015;U. DE TALCA;2010;21;1.773;584;584
Univ.;1015;U. DE TALCA;2009;21;1.773;404;404
Univ.;1015;U. DE TALCA;2008;20;1.798;281;281
Univ.;1015;U. DE TALCA;2007;26;1.976;240;210
Univ.;1015;U. DE TALCA;2006;18;1.332;136;136
Univ.;1015;U. DE TALCA;2005;18;1.332;189;189
Univ.;1015;U. DE TALCA;2024;15;656;464;464
Univ.;1015;U. DE TALCA;2023;15;656;384;384
Univ.;1015;U. DE TALCA;2022;15;656;329;329
Univ.;1015;U. DE TALCA;2021;15;656;329;329
Univ.;1015;U. DE TALCA;2020;15;656;198;198
Univ.;1015;U. DE TALCA;2019;4;210;119;119
Univ.;1015;U. DE TALCA;2018;3;152;119;119
Univ.;1015;U. DE TALCA;2017;3;152;82;82
Univ.;1015;U. DE TALCA;2016;2;100;90;90
Univ.;1015;U. DE TALCA;2015;2;100;51;51
Univ.;1015;U. DE TALCA;2014;2;100;49;49
Univ.;1015;U. DE TALCA;2024;13;615;547;547
Univ.;1015;U. DE TALCA;2023;13;615;804;804
Univ.;1015;U. DE TALCA;2022;13;615;604;604
Univ.;1015;U. DE TALCA;2021;13;615;604;604
Univ.;1015;U. DE TALCA;2020;13;615;524;524
Univ.;1015;U. DE TALCA;2019;8;399;428;428
Univ.;1015;U. DE TALCA;2018;7;313;422;422
Univ.;1015;U. DE TALCA;2017;7;313;295;295
Univ.;1015;U. DE TALCA;2016;7;301;190;190
Univ.;1015;U. DE TALCA;2015;3;117;104;104
Univ.;1015;U. DE TALCA;2014;1;s/i;121;121
Univ.;1015;U. DE TALCA;2013;1;s/i;20;20
Univ.;1015;U. DE TALCA;2012;1;s/i;18;18
Univ.;1015;U. DE TALCA;2011;s/i;s/i;15;15
Univ.;1015;U. DE TALCA;2010;s/i;s/i;15;15
Univ.;1015;U. DE TALCA;2009;s/i;s/i;15;15
Univ.;1015;U. DE TALCA;2008;s/i;s/i;15;15
Univ.;1015;U. DE TALCA;2007;1;20;22;22
Univ.;1015;U. DE TALCA;2006;1;20;16;16
Univ.;1015;U. DE TALCA;2005;1;20;6;6
Univ.;1015;U. DE TALCA;2024;507;16.289;7.061;7.061
Univ.;1015;U. DE TALCA;2023;390;15.674;10.979;10.979
Univ.;1015;U. DE TALCA;2022;492;15.111;8.115;8.115
Univ.;1015;U. DE TALCA;2021;492;15.111;8.115;8.115
Univ.;1015;U. DE TALCA;2020;492;15.111;6.897;6.897
Univ.;1015;U. DE TALCA;2019;308;14.493;5.794;5.794
Univ.;1015;U. DE TALCA;2018;314;14.730;4.719;4.719
Univ.;1015;U. DE TALCA;2017;164;14.223;4.813;4.813
Univ.;1015;U. DE TALCA;2016;158;13.448;4.894;4.894
Univ.;1015;U. DE TALCA;2015;211;12.703;4.900;400
Univ.;1015;U. DE TALCA;2014;169;18.653;4.451;4.451
Univ.;1015;U. DE TALCA;2013;169;18.653;4.055;4.055
Univ.;1015;U. DE TALCA;2012;169;18.653;2.905;2.905
Univ.;1015;U. DE TALCA;2011;162;18.653;3.120;3.120
Univ.;1015;U. DE TALCA;2010;161;18.653;3.060;3.060
Univ.;1015;U. DE TALCA;2009;161;18.653;2.401;2.401
Univ.;1015;U. DE TALCA;2008;169;18.632;1.202;1.202
Univ.;1015;U. DE TALCA;2007;166;19.285;659;647
Univ.;1015;U. DE TALCA;2006;160;18.955;634;634
Univ.;1015;U. DE TALCA;2005;119;16.521;540;540
Univ.;1016;U. GABRIELA MISTRAL;2024;22;537;169;169
Univ.;1016;U. GABRIELA MISTRAL;2023;10;486;100;100
Univ.;1016;U. GABRIELA MISTRAL;2022;9;420;100;100
Univ.;1016;U. GABRIELA MISTRAL;2021;33;1.188;138;138
Univ.;1016;U. GABRIELA MISTRAL;2020;33;1.188;138;138
Univ.;1016;U. GABRIELA MISTRAL;2019;23;1.188;138;138
Univ.;1016;U. GABRIELA MISTRAL;2018;21;1.648;227;227
Univ.;1016;U. GABRIELA MISTRAL;2017;19;868;115;115
Univ.;1016;U. GABRIELA MISTRAL;2016;10;390;200;200
Univ.;1016;U. GABRIELA MISTRAL;2015;5;930;193;193
Univ.;1016;U. GABRIELA MISTRAL;2014;4;930;193;193
Univ.;1016;U. GABRIELA MISTRAL;2013;4;930;252;252
Univ.;1016;U. GABRIELA MISTRAL;2012;7;930;438;438
Univ.;1016;U. GABRIELA MISTRAL;2011;11;930;388;388
Univ.;1016;U. GABRIELA MISTRAL;2010;11;930;373;373
Univ.;1016;U. GABRIELA MISTRAL;2009;11;930;372;372
Univ.;1016;U. GABRIELA MISTRAL;2008;11;930;379;379
Univ.;1016;U. GABRIELA MISTRAL;2007;11;930;311;311
Univ.;1016;U. GABRIELA MISTRAL;2006;11;930;294;294
Univ.;1016;U. GABRIELA MISTRAL;2005;11;930;254;254
Univ.;1016;U. GABRIELA MISTRAL;2014;2;60;27;27
Univ.;1016;U. GABRIELA MISTRAL;2013;2;60;42;42
Univ.;1016;U. GABRIELA MISTRAL;2012;1;60;60;60
Univ.;1016;U. GABRIELA MISTRAL;2011;1;60;45;45
Univ.;1016;U. GABRIELA MISTRAL;2010;1;60;34;34
Univ.;1016;U. GABRIELA MISTRAL;2009;1;60;54;54
Univ.;1016;U. GABRIELA MISTRAL;2008;1;60;23;23
Univ.;1016;U. GABRIELA MISTRAL;2007;1;60;23;23
Univ.;1016;U. GABRIELA MISTRAL;2006;1;60;22;22
Univ.;1016;U. GABRIELA MISTRAL;2005;1;60;22;22
Univ.;1017;U. DIEGO PORTALES;2024;236;11.395;2.851;2.851
Univ.;1017;U. DIEGO PORTALES;2023;236;11.308;2.817;2.817
Univ.;1017;U. DIEGO PORTALES;2022;236;11.308;2.817;2.817
Univ.;1017;U. DIEGO PORTALES;2021;192;11.446;2.756;2.756
Univ.;1017;U. DIEGO PORTALES;2020;192;11.446;2.752;2.752
Univ.;1017;U. DIEGO PORTALES;2019;192;11.446;2.725;2.725
Univ.;1017;U. DIEGO PORTALES;2018;186;10.594;2.721;2.721
Univ.;1017;U. DIEGO PORTALES;2017;186;10.491;s/i;s/i
Univ.;1017;U. DIEGO PORTALES;2016;185;10.267;2.669;2.699
Univ.;1017;U. DIEGO PORTALES;2015;171;9.316;2.643;2.643
Univ.;1017;U. DIEGO PORTALES;2014;149;7.734;2.138;2.138
Univ.;1017;U. DIEGO PORTALES;2013;138;7.425;2.037;2.037
Univ.;1017;U. DIEGO PORTALES;2012;110;4.874;1.792;1.792
Univ.;1017;U. DIEGO PORTALES;2011;110;4.726;1.689;1.689
Univ.;1017;U. DIEGO PORTALES;2010;110;3.232;1.628;1.628
Univ.;1017;U. DIEGO PORTALES;2009;110;3.232;1.546;1.546
Univ.;1017;U. DIEGO PORTALES;2008;99;3.187;1.482;1.482
Univ.;1017;U. DIEGO PORTALES;2007;s/i;s/i;1.428;1.428
Univ.;1017;U. DIEGO PORTALES;2006;104;6.814;1.386;1.386
Univ.;1017;U. DIEGO PORTALES;2005;76;5.080;1.310;1.310
Univ.;1018;U. CENTRAL DE CHILE;2015;3;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2014;3;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2013;3;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2012;2;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2011;2;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2010;2;54;24;24
Univ.;1018;U. CENTRAL DE CHILE;2009;2;54;16;16
Univ.;1018;U. CENTRAL DE CHILE;2008;2;54;20;20
Univ.;1018;U. CENTRAL DE CHILE;2007;1;38;20;20
Univ.;1018;U. CENTRAL DE CHILE;2006;1;38;15;15
Univ.;1018;U. CENTRAL DE CHILE;2005;1;38;22;22
Univ.;1018;U. CENTRAL DE CHILE;2024;22;1.586;188;188
Univ.;1018;U. CENTRAL DE CHILE;2023;22;1.586;188;188
Univ.;1018;U. CENTRAL DE CHILE;2022;22;1.586;208;208
Univ.;1018;U. CENTRAL DE CHILE;2021;22;1.586;208;208
Univ.;1018;U. CENTRAL DE CHILE;2020;22;1.586;187;187
Univ.;1018;U. CENTRAL DE CHILE;2019;22;1.586;146;146
Univ.;1018;U. CENTRAL DE CHILE;2018;7;338;81;81
Univ.;1018;U. CENTRAL DE CHILE;2017;6;338;61;61
Univ.;1018;U. CENTRAL DE CHILE;2016;6;338;59;59
Univ.;1018;U. CENTRAL DE CHILE;2015;6;338;59;59
Univ.;1018;U. CENTRAL DE CHILE;2014;6;338;59;59
Univ.;1018;U. CENTRAL DE CHILE;2013;5;306;59;59
Univ.;1018;U. CENTRAL DE CHILE;2012;5;306;48;48
Univ.;1018;U. CENTRAL DE CHILE;2011;6;256;48;48
Univ.;1018;U. CENTRAL DE CHILE;2010;3;161;44;44
Univ.;1018;U. CENTRAL DE CHILE;2009;3;161;44;44
Univ.;1018;U. CENTRAL DE CHILE;2008;3;161;34;34
Univ.;1018;U. CENTRAL DE CHILE;2007;3;70;26;26
Univ.;1018;U. CENTRAL DE CHILE;2006;3;70;36;36
Univ.;1018;U. CENTRAL DE CHILE;2005;1;70;13;13
Univ.;1018;U. CENTRAL DE CHILE;2024;83;6.112;890;890
Univ.;1018;U. CENTRAL DE CHILE;2023;83;6.112;920;920
Univ.;1018;U. CENTRAL DE CHILE;2022;71;5.511;892;892
Univ.;1018;U. CENTRAL DE CHILE;2021;71;5.511;873;873
Univ.;1018;U. CENTRAL DE CHILE;2020;69;5.397;873;873
Univ.;1018;U. CENTRAL DE CHILE;2019;68;5.312;832;832
Univ.;1018;U. CENTRAL DE CHILE;2018;68;5.312;833;833
Univ.;1018;U. CENTRAL DE CHILE;2017;75;5.312;813;813
Univ.;1018;U. CENTRAL DE CHILE;2016;67;4.815;794;794
Univ.;1018;U. CENTRAL DE CHILE;2015;67;4.758;790;790
Univ.;1018;U. CENTRAL DE CHILE;2014;69;4.926;814;814
Univ.;1018;U. CENTRAL DE CHILE;2013;69;4.926;803;803
Univ.;1018;U. CENTRAL DE CHILE;2012;69;4.926;803;803
Univ.;1018;U. CENTRAL DE CHILE;2011;52;4.461;797;797
Univ.;1018;U. CENTRAL DE CHILE;2010;52;4.461;736;736
Univ.;1018;U. CENTRAL DE CHILE;2009;46;3.301;587;587
Univ.;1018;U. CENTRAL DE CHILE;2008;46;3.301;610;610
Univ.;1018;U. CENTRAL DE CHILE;2007;35;3.140;582;582
Univ.;1018;U. CENTRAL DE CHILE;2006;30;2.920;500;500
Univ.;1018;U. CENTRAL DE CHILE;2005;38;2.920;934;934
Univ.;1019;U. DE TARAPACÁ;2024;281;14.777;872;872
Univ.;1019;U. DE TARAPACÁ;2023;281;14.777;803;803
Univ.;1019;U. DE TARAPACÁ;2022;281;14.777;819;819
Univ.;1019;U. DE TARAPACÁ;2021;281;14.777;819;819
Univ.;1019;U. DE TARAPACÁ;2020;281;14.777;815;815
Univ.;1019;U. DE TARAPACÁ;2019;281;14.777;815;815
Univ.;1019;U. DE TARAPACÁ;2018;259;13.583;949;860
Univ.;1019;U. DE TARAPACÁ;2017;259;13.583;949;860
Univ.;1019;U. DE TARAPACÁ;2016;180;10.776;860;860
Univ.;1019;U. DE TARAPACÁ;2015;197;10.585;931;931
Univ.;1019;U. DE TARAPACÁ;2014;145;8.998;857;857
Univ.;1019;U. DE TARAPACÁ;2013;129;2.534;857;857
Univ.;1019;U. DE TARAPACÁ;2012;129;2.534;857;857
Univ.;1019;U. DE TARAPACÁ;2009;140;6.941;554;554
Univ.;1019;U. DE TARAPACÁ;2008;140;6.941;554;554
Univ.;1019;U. DE TARAPACÁ;2006;111;17.572;554;554
Univ.;1019;U. DE TARAPACÁ;2005;109;17.570;552;552
Univ.;1019;U. DE TARAPACÁ;2024;36;1.432;228;228
Univ.;1019;U. DE TARAPACÁ;2023;47;1.075;164;164
Univ.;1019;U. DE TARAPACÁ;2022;47;1.705;155;155
Univ.;1019;U. DE TARAPACÁ;2021;49;2.106;167;167
Univ.;1019;U. DE TARAPACÁ;2020;25;1.767;151;151
Univ.;1019;U. DE TARAPACÁ;2019;25;1.767;89;89
Univ.;1019;U. DE TARAPACÁ;2018;25;1.767;139;139
Univ.;1019;U. DE TARAPACÁ;2017;25;1.767;139;139
Univ.;1019;U. DE TARAPACÁ;2016;35;780;104;104
Univ.;1019;U. DE TARAPACÁ;2015;28;546;100;100
Univ.;1019;U. DE TARAPACÁ;2014;10;s/i;s/i;s/i
Univ.;1019;U. DE TARAPACÁ;2013;10;s/i;s/i;s/i
Univ.;1019;U. DE TARAPACÁ;2008;1;20;26;26
Univ.;1019;U. DE TARAPACÁ;2006;1;20;25;25
Univ.;1019;U. DE TARAPACÁ;2005;1;20;20;20
Univ.;1020;U. ARTURO PRAT;2024;5;177;30;30
Univ.;1020;U. ARTURO PRAT;2023;5;177;61;61
Univ.;1020;U. ARTURO PRAT;2022;5;177;51;51
Univ.;1020;U. ARTURO PRAT;2021;5;177;s/i;51
Univ.;1020;U. ARTURO PRAT;2020;5;177;51;51
Univ.;1020;U. ARTURO PRAT;2019;5;177;46;46
Univ.;1020;U. ARTURO PRAT;2018;6;206;46;46
Univ.;1020;U. ARTURO PRAT;2017;6;206;46;46
Univ.;1020;U. ARTURO PRAT;2016;6;206;44;44
Univ.;1020;U. ARTURO PRAT;2015;6;206;46;46
Univ.;1020;U. ARTURO PRAT;2013;5;3.626;27;27
Univ.;1020;U. ARTURO PRAT;2008;1;60;44;44
Univ.;1020;U. ARTURO PRAT;2007;1;60;20;20
Univ.;1020;U. ARTURO PRAT;2006;1;45;20;20
Univ.;1020;U. ARTURO PRAT;2005;1;36;20;20
Univ.;1020;U. ARTURO PRAT;2024;4;174;27;27
Univ.;1020;U. ARTURO PRAT;2023;4;174;114;114
Univ.;1020;U. ARTURO PRAT;2022;4;174;104;104
Univ.;1020;U. ARTURO PRAT;2021;4;174;104;104
Univ.;1020;U. ARTURO PRAT;2020;5;242;115;115
Univ.;1020;U. ARTURO PRAT;2019;5;193;94;94
Univ.;1020;U. ARTURO PRAT;2018;5;185;95;95
Univ.;1020;U. ARTURO PRAT;2017;5;185;95;95
Univ.;1020;U. ARTURO PRAT;2016;5;185;92;92
Univ.;1020;U. ARTURO PRAT;2015;5;185;86;86
Univ.;1020;U. ARTURO PRAT;2013;4;2.031;87;87
Univ.;1020;U. ARTURO PRAT;2008;2;107;34;34
Univ.;1020;U. ARTURO PRAT;2006;2;107;26;26
Univ.;1020;U. ARTURO PRAT;2005;2;107;26;26
